ID,Fruta,Cantidad,Precio,Fecha
4792,Mango,74,4.79,2024-12-17
4793,Uvilla,97,9.31,2026-04-30
4794,Banano,98,9.49,2025-07-12
4795,Piña,24,4.06,2025-10-31
4796,Melón,73,10.43,2025-04-03
4797,Uvilla,64,1.37,2024-07-04
4798,Melón,89,6.36,2026-01-26
4799,Frutilla,19,14.56,2026-04-14
4800,Mango,57,8.41,2025-09-11
4801,Pera,54,8.28,2025-01-05
4802,Melón,40,6.77,2024-12-20
4803,Frutilla,41,9.27,2024-07-23
4804,Melón,83,6.71,2025-08-12
4805,Mango,67,1.29,2024-08-07
4806,Uvilla,28,4.63,2025-07-27
4807,Mango,67,9.77,2025-08-31
4808,Piña,96,4.31,2026-04-23
4809,Pera,84,7.17,2026-01-31
4810,Piña,74,14.27,2026-05-07
4811,Pera,53,4.15,2026-03-27
4812,Uva,79,8.49,2025-12-07
4813,Naranja,41,7.66,2024-12-02
4814,Mango,18,0.59,2025-07-12
4815,Melón,24,10.51,2025-09-16
4816,Manzana,76,10.43,2024-09-07
4817,Naranja,46,7.34,2025-07-18
4818,Uva,89,9.61,2024-10-11
4819,Piña,53,3.13,2026-03-23
4820,Melón,41,13.71,2024-10-27
4821,Mango,59,12.53,2024-11-30
4822,Naranja,24,12.04,2024-09-18
4823,Piña,51,13.23,2025-01-17
4824,Banano,54,6.94,2026-01-17
4825,Piña,93,1.34,2024-12-10
4826,Banano,15,5.68,2025-05-05
4827,Frutilla,34,5.22,2025-06-29
4828,Melón,88,8.66,2026-01-10
4829,Piña,2,6.28,2025-08-28
4830,Uvilla,57,10.52,2025-01-30
4831,Piña,28,13.41,2024-08-03
4832,Pera,16,1.26,2025-06-01
4833,Banano,7,9.85,2024-06-03
4834,Banano,81,14.2,2024-07-15
4835,Piña,2,4.65,2025-04-22
4836,Uvilla,68,9.63,2025-11-03
4837,Piña,66,8.01,2024-11-18
4838,Uvilla,57,10.23,2024-10-08
4839,Pera,10,14.91,2025-08-18
4840,Mango,23,14.48,2025-06-07
4841,Mango,42,3.77,2026-04-22
4842,Uva,60,5.46,2024-11-20
4843,Manzana,20,1.8,2025-06-18
4844,Frutilla,83,3.16,2025-02-07
4845,Melón,64,5.39,2025-04-05
4846,Pera,58,6.39,2025-08-23
4847,Melón,69,2.86,2026-05-24
4848,Mango,100,13.7,2025-11-01
4849,Uvilla,38,12.68,2026-03-19
4850,Banano,25,9.33,2025-02-27
4851,Melón,51,14.65,2026-05-12
4852,Frutilla,11,10.24,2026-01-28
4853,Mango,43,13.52,2024-05-27
4854,Naranja,59,0.75,2026-01-18
4855,Uvilla,19,10.51,2025-06-07
4856,Piña,11,6.1,2026-03-31
4857,Melón,25,2.06,2024-08-09
4858,Naranja,92,5.17,2025-01-13
4859,Mango,92,6.86,2026-04-04
4860,Uva,10,5.12,2025-03-15
4861,Melón,78,7.14,2025-09-23
4862,Melón,37,7.71,2026-02-25
4863,Banano,52,10.85,2026-04-10
4864,Banano,24,10.75,2026-02-12
4865,Uva,71,11.68,2024-11-05
4866,Uvilla,54,13.16,2024-12-30
4867,Manzana,64,2.84,2025-04-03
4868,Uvilla,98,3.36,2025-01-17
4869,Melón,7,8.54,2025-07-15
4870,Naranja,19,11.56,2026-05-10
4871,Frutilla,92,14.49,2024-07-11
4872,Manzana,70,14.29,2024-06-14
4873,Mango,72,12.82,2025-05-21
4874,Uva,75,13.99,2024-07-15
4875,Mango,11,8.21,2025-09-02
4876,Uva,11,6.63,2024-06-19
4877,Piña,62,12.59,2025-11-11
4878,Mango,98,12.56,2025-09-27
4879,Mango,91,5.57,2025-09-22
4880,Pera,62,0.77,2025-10-01
4881,Banano,40,10.15,2025-06-08
4882,Frutilla,92,13.33,2025-02-07
4883,Banano,73,14.87,2025-07-06
4884,Uvilla,28,3.03,2024-12-06
4885,Mango,63,13.21,2026-05-12
4886,Banano,90,0.77,2025-08-28
4887,Uvilla,10,10.41,2024-06-26
4888,Uva,5,9.4,2025-05-27
4889,Banano,55,2.87,2024-10-14
4890,Melón,48,11.14,2024-09-23
4891,Pera,21,14.15,2025-05-17
4892,Mango,48,10.35,2025-10-09
4893,Frutilla,8,11.01,2025-12-14
4894,Manzana,54,3.96,2025-03-26
4895,Melón,67,4.57,2025-02-26
4896,Pera,90,11.69,2025-07-23
4897,Uva,74,12.46,2025-02-08
4898,Naranja,3,13.54,2025-09-29
4899,Frutilla,74,7.4,2026-02-06
4900,Piña,26,9.49,2025-11-28
4901,Mango,23,3.81,2026-01-07
4902,Manzana,94,3.57,2025-04-22
4903,Pera,34,14.73,2026-03-03
4904,Uvilla,3,11.7,2024-06-23
4905,Manzana,13,0.6,2026-01-26
4906,Piña,47,7.13,2025-09-19
4907,Uvilla,3,13.99,2025-08-04
4908,Uva,10,7.03,2026-05-17
4909,Naranja,8,4.25,2024-05-29
4910,Mango,91,14.14,2024-11-27
4911,Melón,90,14.88,2025-11-28
4912,Mango,76,6.88,2025-08-28
4913,Pera,41,10.88,2024-12-03
4914,Pera,93,2.34,2025-08-30
4915,Piña,99,13.57,2024-12-23
4916,Uva,18,1.7,2025-08-02
4917,Manzana,41,0.54,2025-05-11
4918,Banano,69,10.32,2025-05-06
4919,Pera,83,2.94,2024-08-01
4920,Manzana,43,9.26,2024-08-25
4921,Naranja,80,1.18,2026-02-10
4922,Melón,7,12.05,2025-09-09
4923,Uva,79,6.43,2026-01-18
4924,Banano,53,14.5,2025-08-21
4925,Pera,82,8.25,2026-02-07
4926,Uvilla,88,2.34,2025-08-25
4927,Melón,9,3.94,2025-02-23
4928,Banano,67,1.12,2026-01-18
4929,Banano,39,9.8,2024-08-21
4930,Uva,96,6.83,2025-08-16
4931,Mango,39,0.59,2026-04-16
4932,Naranja,9,13.05,2025-02-08
4933,Mango,66,8.36,2025-05-26
4934,Uva,50,6.47,2026-04-20
4935,Melón,31,14.83,2024-09-26
4936,Uva,66,9.5,2025-03-24
4937,Uva,88,5.69,2026-03-19
4938,Manzana,20,12.32,2026-04-14
4939,Pera,98,6.47,2025-08-10
4940,Uva,39,12.14,2025-04-02
4941,Banano,60,9.62,2025-12-17
4942,Mango,64,3.91,2025-09-15
4943,Mango,8,11.63,2025-08-21
4944,Uva,45,1.5,2025-03-05
4945,Piña,82,11.22,2025-11-01
4946,Melón,96,11.96,2025-05-12
4947,Uva,34,1.91,2024-08-01
4948,Pera,58,11.14,2024-07-29
4949,Melón,18,8.93,2026-05-11
4950,Uvilla,18,12.16,2025-10-15
4951,Manzana,49,1.86,2024-12-03
4952,Manzana,94,9.7,2024-07-26
4953,Mango,68,5.13,2025-10-14
4954,Uva,87,4.6,2025-10-29
4955,Naranja,26,14.9,2025-07-12
4956,Frutilla,98,13.26,2025-04-14
4957,Manzana,37,1.15,2025-07-26
4958,Frutilla,61,14.86,2026-03-31
4959,Melón,56,11.66,2025-12-21
4960,Uva,85,4.12,2025-08-05
4961,Piña,95,9.39,2026-01-20
4962,Mango,82,1.86,2024-10-29
4963,Uvilla,23,3.66,2026-02-12
4964,Piña,10,1.3,2024-12-11
4965,Pera,33,3.83,2025-05-05
4966,Naranja,40,11.92,2026-02-07
4967,Mango,78,3.84,2025-04-01
4968,Naranja,29,4.88,2025-07-15
4969,Pera,43,11.84,2026-04-05
4970,Mango,16,1.37,2025-04-08
4971,Piña,17,6.38,2024-06-16
4972,Uva,84,8.83,2025-10-03
4973,Melón,59,10.03,2025-10-17
4974,Uva,44,8.18,2025-06-18
4975,Uvilla,22,10.71,2024-11-02
4976,Pera,71,1.78,2025-10-19
4977,Uvilla,51,2.17,2024-12-01
4978,Mango,59,6.96,2025-07-10
4979,Frutilla,82,5.41,2026-01-21
4980,Banano,85,5.85,2024-08-02
4981,Uvilla,81,4.94,2024-09-03
4982,Manzana,98,10.4,2024-05-31
4983,Banano,4,8.14,2025-08-23
4984,Uvilla,48,9.0,2025-12-10
4985,Mango,48,4.42,2024-08-17
4986,Naranja,59,3.02,2025-09-28
4987,Pera,43,8.45,2026-05-11
4988,Mango,51,12.59,2026-05-22
4989,Uva,50,6.19,2024-12-12
4990,Pera,77,4.21,2026-04-05
4991,Manzana,68,8.85,2026-04-11
4992,Frutilla,65,5.12,2025-04-12
4993,Manzana,59,12.64,2026-02-21
4994,Piña,31,0.97,2025-12-09
4995,Banano,59,1.45,2024-07-22
4996,Naranja,82,4.47,2026-03-27
4997,Pera,34,2.85,2025-04-26
4998,Piña,82,4.99,2024-11-05
4999,Naranja,60,4.97,2025-10-23
5000,Uvilla,96,7.53,2024-06-30
